posicao_ranking,id_do_prospect,numero_do_lead,origem_do_lead,fonte_do_lead,ultima_atividade,especializacao,ocupacao_atual,cidade,probabilidade_conversao,probabilidade_percentual,previsao_modelo,convertido_real,prioridade,acao_sugerida
1031,6b2f14c0-43b1-43b0-a771-2d54d4d16347,613343,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.7624451754687663,76.24,1,1,Alta,Contato comercial imediato
1032,228224a7-4c93-433d-927b-9145fc53e0aa,617703,Envio por Landing Page,Tráfego Direto,SMS Enviado,E-commerce,Profissional Empregado,Mumbai,0.7618580652481667,76.19,1,1,Alta,Contato comercial imediato
1033,a2e576e3-85d8-4a65-8203-af3cd1875357,630170,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Profissional Empregado,Outras Cidades Metropolitanas,0.7615337259862893,76.15,1,1,Alta,Contato comercial imediato
1034,4e0ecdf9-69c8-4a44-ba39-4c2d9ea034d9,586987,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Outras Cidades de Maharashtra,0.7608051645122547,76.08,1,1,Alta,Contato comercial imediato
1035,0e141db6-1e14-4aa4-8d24-0a8151f0245b,581207,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Mumbai,0.7606488775739264,76.06,1,1,Alta,Contato comercial imediato
1036,c3376b8a-6b72-45ff-bcf4-daa15be9102b,599270,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Operações,Profissional Empregado,Outras Cidades,0.7605102805931319,76.05,1,1,Alta,Contato comercial imediato
1037,4eb3a162-3e39-42c9-8f32-35da37c0f141,586828,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Profissional Empregado,Mumbai,0.7596237015340147,75.96,1,1,Alta,Contato comercial imediato
1038,5e3a4042-6950-46f9-8fa7-082c34117f80,611948,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Profissional Empregado,Mumbai,0.759442415714662,75.94,1,1,Alta,Contato comercial imediato
1039,f7b01df1-3c86-4a3f-a634-e768a41b6728,595564,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Profissional Empregado,Mumbai,0.7593645785607663,75.94,1,1,Alta,Contato comercial imediato
1040,90bdf5c9-8d82-438a-9f02-4effc914059b,582756,Envio por Landing Page,Google,E-mail Aberto,Gestão de Projetos de TI,Profissional Empregado,Mumbai,0.7586987434825452,75.87,1,1,Alta,Contato comercial imediato
1041,93a449d4-c457-4683-a271-4ba0517ecdb1,604344,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão Financeira,Profissional Empregado,Mumbai,0.7584167205478599,75.84,1,1,Alta,Contato comercial imediato
1042,42d472c5-7c6d-46e8-b4f1-1f141ecd6b01,581058,API,Google,SMS Enviado,Gestão de Operações,Profissional Empregado,Não informado,0.7581137273844921,75.81,1,1,Alta,Contato comercial imediato
1043,6445b49a-9c34-4dce-9d66-f128da84644f,629645,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.756878084140342,75.69,1,1,Alta,Contato comercial imediato
1044,b327780e-0680-4b52-a845-4443eb8cdc4e,606573,API,Google,SMS Enviado,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.7561943586383082,75.62,1,1,Alta,Contato comercial imediato
1045,b6249bc9-4839-4ce3-93cd-2827c73eb968,634902,Envio por Landing Page,Tráfego Direto,Página Visitada no Site,Gestão de Projetos de TI,Profissional Empregado,Thane e Arredores,0.7559769493302069,75.6,1,1,Alta,Contato comercial imediato
1046,aacb019c-bcbc-4cf6-a71e-b2b93ad89bbf,596064,API,Chat Olark,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.7552904111266072,75.53,1,1,Alta,Contato comercial imediato
1047,81efdd4f-cabb-4d31-9f17-e3158178f46b,646453,API,Chat Olark,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.7552904111266072,75.53,1,1,Alta,Contato comercial imediato
1048,548a5cc1-35ad-4fb6-b00c-42f5165d71d8,601959,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão da Cadeia de Suprimentos,Profissional Empregado,Outras Cidades de Maharashtra,0.7549972374823045,75.5,1,1,Alta,Contato comercial imediato
1049,62d1fca2-b20e-4b6c-b506-2a4cd1c35ef1,638412,Envio por Landing Page,Google,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Mumbai,0.7547828547728598,75.48,1,0,Alta,Contato comercial imediato
1050,32fc4033-a135-422e-829f-603355119cba,591848,Formulário de Cadastro de Lead,Não informado,Descadastrado,Gestão em Saúde,Desempregado,Mumbai,0.7535154923877182,75.35,1,1,Alta,Contato comercial imediato
1051,4e7b3ead-5c97-427c-905f-4bcbd88aacf5,629956,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão em Saúde,Profissional Empregado,Outras Cidades,0.7534450034106885,75.34,1,1,Alta,Contato comercial imediato
1052,3db9d1cc-ee83-4ba4-b73d-60056c6f40ad,650153,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Outras Cidades Metropolitanas,0.7532304782185261,75.32,1,1,Alta,Contato comercial imediato
1053,1a303efe-2343-4cba-8f20-0f0c6c45cc81,641468,Formulário de Cadastro de Lead,Site Welingak,E-mail Rejeitado,Não informado,Desempregado,Não informado,0.7526392509621317,75.26,1,1,Alta,Contato comercial imediato
1054,cd6943e3-a99c-4fa4-96a6-95c054f569eb,644197,Envio por Landing Page,Google,E-mail Aberto,Gestão Financeira,Profissional Empregado,Mumbai,0.7525271096128766,75.25,1,1,Alta,Contato comercial imediato
1055,9ce91c14-831b-42d9-a481-795f29c9096f,622344,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão em Saúde,Profissional Empregado,Thane e Arredores,0.7521683360393284,75.22,1,1,Alta,Contato comercial imediato
1056,5e6fb4a7-87b1-4354-a7d7-fb4589da9e7b,613979,API,Busca Orgânica,Página Visitada no Site,Rural e Agronegócio,Profissional Empregado,Não informado,0.7511450075382997,75.11,1,1,Alta,Contato comercial imediato
1057,ed0b2dae-8959-4f06-abc5-db0190738cf9,601380,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Profissional Empregado,Outras Cidades Metropolitanas,0.7508342707861217,75.08,1,1,Alta,Contato comercial imediato
1058,3caf69c2-78c2-4f43-8202-c825122c29a2,623167,Envio por Landing Page,Google,Conversa no Chat Olark,"Bancos, Investimentos e Seguros",Profissional Empregado,Outras Cidades de Maharashtra,0.7502720299411959,75.03,1,1,Alta,Contato comercial imediato
1059,3e03ad49-784e-430a-908d-abb7b4e9dfc7,586678,Formulário de Cadastro de Lead,Não informado,E-mail Aberto,Não informado,Desempregado,Não informado,0.7502535637019534,75.03,1,1,Alta,Contato comercial imediato
1060,19fd3dc0-dd17-4490-8d10-364de953b7e7,617495,Formulário de Cadastro de Lead,Não informado,E-mail Aberto,Não informado,Desempregado,Não informado,0.7502535637019534,75.03,1,0,Alta,Contato comercial imediato
1061,53ef2d0f-c083-4629-a434-e0693f5fdf69,613917,Formulário de Cadastro de Lead,Não informado,E-mail Aberto,Não informado,Desempregado,Não informado,0.7502535637019534,75.03,1,1,Alta,Contato comercial imediato
1062,98aad579-277b-45ce-bf45-09dcbf90e13c,615461,API,Chat Olark,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.7502037581341838,75.02,1,1,Alta,Contato comercial imediato
1063,ce7d1b78-2bc2-4cad-bee0-bb7cb0afb75f,600437,API,Chat Olark,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.7502037581341838,75.02,1,1,Alta,Contato comercial imediato
1064,d03c8a90-212a-49f2-961f-bbe0c0b85013,653048,Envio por Landing Page,Tráfego Direto,Página Visitada no Site,Gestão da Cadeia de Suprimentos,Profissional Empregado,Mumbai,0.7501803972857681,75.02,1,1,Alta,Contato comercial imediato
1065,1539832c-c421-4a93-aa90-9f471c2852f9,614902,Formulário de Cadastro de Lead,Referência,Formulário Enviado no Site,Gestão de Recursos Humanos,Desempregado,Mumbai,0.7499533909083143,75.0,1,1,Alta,Contato comercial imediato
1066,0ead2fbe-23cc-4e06-af43-3760d3d4109c,631708,Formulário de Cadastro de Lead,Referência,Formulário Enviado no Site,Gestão de Recursos Humanos,Desempregado,Mumbai,0.7499533909083143,75.0,1,1,Alta,Contato comercial imediato
1067,f7e0fd2c-b356-4421-a5b4-35d101ca28d6,597366,Formulário de Cadastro de Lead,Referência,E-mail Rejeitado,Negócios Internacionais,Desempregado,Mumbai,0.7496368177222307,74.96,1,1,Alta,Contato comercial imediato
1068,47feb397-4e64-4973-b184-e3c0ba36be81,598094,API,Google,Conversa no Chat Olark,Gestão de Operações,Profissional Empregado,Mumbai,0.7490689606507533,74.91,1,1,Alta,Contato comercial imediato
1069,77414b08-d804-463c-b59e-6ddbb7804b33,594343,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Outras Cidades Metropolitanas,0.7476075619304047,74.76,1,0,Alta,Contato comercial imediato
1070,2bda0f12-bcc4-4c00-b3a0-dd5f7b66eb43,622658,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Thane e Arredores,0.747515814492078,74.75,1,1,Alta,Contato comercial imediato
1071,96421ddf-a9f5-4440-98dc-d2e7b992ec1a,603607,API,Chat Olark,SMS Enviado,Gestão de Operações,Desempregado,Outras Cidades,0.7474912140284441,74.75,1,1,Alta,Contato comercial imediato
1072,036e3ef2-9b68-4479-9fe7-d584c87b128c,598933,API,Chat Olark,SMS Enviado,Gestão de Operações,Desempregado,Outras Cidades,0.7474912140284441,74.75,1,1,Alta,Contato comercial imediato
1073,82a2328f-d0c8-4c20-8a58-8a05f616d6c0,620454,Formulário de Cadastro de Lead,Referência,Página Visitada no Site,Gestão de Marketing,Desempregado,Mumbai,0.7472651268697441,74.73,1,1,Alta,Contato comercial imediato
1074,05a31293-dc3c-4791-b560-3079791b955d,582776,API,Google,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.7472539241592423,74.73,1,1,Alta,Contato comercial imediato
1075,073d5cca-b346-40ce-a80d-d43dc47fdddb,585403,API,Chat Olark,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.7467364051787938,74.67,1,1,Alta,Contato comercial imediato
1076,86f9297f-3cbb-4ace-ad5b-6193fbb4ec58,645927,API,Google,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.7463071841773066,74.63,1,1,Alta,Contato comercial imediato
1077,e856ceb5-8371-4816-8ade-b89e947117d3,616820,API,Chat Olark,SMS Enviado,Administração de Empresas,Desempregado,Mumbai,0.7460359996459718,74.6,1,1,Alta,Contato comercial imediato
1078,47fe467c-0db4-4c4c-bf7c-65432884b2b9,633455,Envio por Landing Page,Google,SMS Enviado,Gestão Financeira,Estudante,Outras Cidades Metropolitanas,0.7454636684463695,74.55,1,1,Alta,Contato comercial imediato
1079,5c9ab10d-2515-43c6-91ef-eb9bac316fec,634847,API,Chat Olark,SMS Enviado,"Bancos, Investimentos e Seguros",Desempregado,Mumbai,0.7451953686627895,74.52,1,1,Alta,Contato comercial imediato
1080,51ffa71e-17dc-4f64-9e88-870215a624b4,600248,API,Chat Olark,SMS Enviado,"Bancos, Investimentos e Seguros",Desempregado,Mumbai,0.7451953686627895,74.52,1,1,Alta,Contato comercial imediato
1081,95d1590f-7c47-4f40-9806-388f4472d3a4,593208,Formulário de Cadastro de Lead,Site Welingak,E-mail Aberto,Gestão de Projetos de TI,Desempregado,Outras Cidades de Maharashtra,0.7450380688275267,74.5,1,1,Alta,Contato comercial imediato
1082,4b7973c9-c7b2-4d06-bd8c-0837af884a58,635351,Envio por Landing Page,Google,SMS Enviado,Gestão de Recursos Humanos,Estudante,Mumbai,0.7445948751267072,74.46,1,1,Alta,Contato comercial imediato
1083,08b0957c-8296-4e8e-bc4a-1c688f1a1f7e,605099,Formulário de Cadastro de Lead,Não informado,Não informado,Não informado,Desempregado,Não informado,0.7443471559636375,74.43,1,1,Alta,Contato comercial imediato
1084,70c6397d-adab-44a7-a6e4-793988086d4e,629884,Envio por Landing Page,Google,SMS Enviado,Gestão Financeira,Estudante,Mumbai,0.7443434726674457,74.43,1,1,Alta,Contato comercial imediato
1085,9328cd60-af09-4b2e-99fa-f09c73125ad8,608218,Formulário de Cadastro de Lead,Site Welingak,E-mail Aberto,Não informado,Desempregado,Não informado,0.7441545138441507,74.42,1,1,Alta,Contato comercial imediato
1086,edbf6c16-fa3a-44d5-9994-dd32875c430a,642628,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Outras Cidades de Maharashtra,0.7433839248950074,74.34,1,1,Alta,Contato comercial imediato
1087,17ab2142-9192-4448-88b0-b72fac793b81,629746,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Projetos de TI,Profissional Empregado,Mumbai,0.7432415894065647,74.32,1,1,Alta,Contato comercial imediato
1088,81fa3b12-2720-484f-9cd0-3c95a25b6249,600323,API,Chat Olark,SMS Enviado,Negócios Internacionais,Desempregado,Mumbai,0.7427412241956226,74.27,1,1,Alta,Contato comercial imediato
1089,bb0a28c2-9204-487d-b2bd-5471bfb84be1,631712,API,Chat Olark,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Mumbai,0.7427412241956226,74.27,1,1,Alta,Contato comercial imediato
1090,e476a031-6ffe-4645-b4f6-7f7db5be4567,584182,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Varejo,Profissional Empregado,Outras Cidades Metropolitanas,0.7422466282569247,74.22,1,0,Alta,Contato comercial imediato
1091,0f4ec7b9-8e24-402f-9a32-1e363e287666,632940,Envio por Landing Page,Google,SMS Enviado,Gestão de Recursos Humanos,Estudante,Thane e Arredores,0.742051675528185,74.21,1,1,Alta,Contato comercial imediato
1092,d25370db-07eb-4380-9e2e-1e7b6c125816,603289,API,Chat Olark,SMS Enviado,Gestão de Marketing,Desempregado,Thane e Arredores,0.7419809005872889,74.2,1,1,Alta,Contato comercial imediato
1093,0613dde6-978d-4287-810f-85bf990d09c6,628707,Formulário de Cadastro de Lead,Chat Olark,E-mail Aberto,Gestão de Marketing,Desempregado,Não informado,0.7417967666957478,74.18,1,0,Alta,Contato comercial imediato
1094,26c2d5c8-ca85-45d3-aa21-0ff1a041b945,645350,API,Google,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Mumbai,0.7417922520271263,74.18,1,1,Alta,Contato comercial imediato
1095,d3d1bce3-2b15-4f26-aa2d-6ab8cde793ad,608305,Formulário de Cadastro de Lead,Referência,Página Visitada no Site,Gestão de Recursos Humanos,Desempregado,Mumbai,0.7417187868800557,74.17,1,1,Alta,Contato comercial imediato
1096,0dcca9d7-5c32-442c-b115-d13465015b6d,657644,API,Sites de Referência,Conversa no Chat Olark,Gestão Financeira,Profissional Empregado,Thane e Arredores,0.7415515504466152,74.16,1,1,Alta,Contato comercial imediato
1097,c7ed381d-becc-41f5-acf5-a70d5c190a54,585927,API,Chat Olark,SMS Enviado,Gestão Financeira,Desempregado,Outras Cidades,0.7414406531841875,74.14,1,1,Alta,Contato comercial imediato
1098,26151138-cf5b-4b05-aed2-e518129fba6d,655520,Formulário de Cadastro de Lead,Site Welingak,Conversa no Chat Olark,Não informado,Desempregado,Não informado,0.7414207511821984,74.14,1,1,Alta,Contato comercial imediato
1099,dfb3e39d-6dcc-485b-bd3e-16659db7bdd3,594744,Envio por Landing Page,Tráfego Direto,Página Visitada no Site,Gestão Financeira,Profissional Empregado,Thane e Arredores,0.7413907456587825,74.14,1,1,Alta,Contato comercial imediato
1100,28792e20-2f28-4ec2-b4a4-a8405187e6aa,586758,API,Chat Olark,E-mail Aberto,Gestão de Operações,Profissional Empregado,Outras Cidades,0.7407026239739887,74.07,1,1,Alta,Contato comercial imediato
1101,5fe8958c-06aa-4638-8955-564907a3f8cb,653910,Formulário de Cadastro de Lead,Referência,E-mail Rejeitado,Gestão Financeira,Desempregado,Thane e Arredores,0.7401634407431282,74.02,1,1,Alta,Contato comercial imediato
1102,fc37bbbb-e1e4-4ed7-8867-496afa31fb85,588682,API,Busca Orgânica,SMS Enviado,Gestão de Projetos de TI,Desempregado,Mumbai,0.7400743348357246,74.01,1,1,Alta,Contato comercial imediato
1103,e10a8b84-106e-4b61-a28f-02ef53f297a6,592031,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Profissional Empregado,Outras Cidades de Maharashtra,0.739873491959927,73.99,1,1,Alta,Contato comercial imediato
1104,a1ed3b8d-ad87-4a32-95f6-c9cce96580e5,639181,Formulário de Cadastro de Lead,Referência,E-mail Rejeitado,Gestão Financeira,Desempregado,Thane e Arredores,0.7398062978859855,73.98,1,1,Alta,Contato comercial imediato
1105,1298fb96-6c73-479e-9187-e217121e2873,603432,API,Google,SMS Enviado,Gestão Financeira,Desempregado,Thane e Arredores,0.7393751887913413,73.94,1,1,Alta,Contato comercial imediato
1106,edc68842-9a2a-4530-9ed0-a7ce4772478f,624430,API,Google,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Mumbai,0.738828891101694,73.88,1,1,Alta,Contato comercial imediato
1107,0b40a3cb-7819-4706-81fa-220913df6cf4,590549,API,Google,SMS Enviado,Gestão de Projetos de TI,Desempregado,Mumbai,0.7382991220400557,73.83,1,1,Alta,Contato comercial imediato
1108,6d580d51-b237-4c21-8143-dcef8d3deb97,592201,API,Google,SMS Enviado,Negócios Internacionais,Desempregado,Thane e Arredores,0.738270546276205,73.83,1,1,Alta,Contato comercial imediato
1109,552b1b02-61c1-4827-ada5-7c8ead795713,619291,Formulário de Cadastro de Lead,Clique para Ligar,Página Visitada no Site,Gestão de Recursos Humanos,Desempregado,Mumbai,0.7380353399304697,73.8,1,1,Alta,Contato comercial imediato
1110,d6aa1d85-7d39-4491-a508-a9bd9217ed0a,626986,Envio por Landing Page,Tráfego Direto,SMS Enviado,"Bancos, Investimentos e Seguros",Estudante,Mumbai,0.7374866409011223,73.75,1,1,Alta,Contato comercial imediato
1111,d8f91286-32ea-469b-819f-36f498c4cfad,610330,API,Busca Orgânica,SMS Enviado,Mídia e Publicidade,Desempregado,Outras Cidades de Maharashtra,0.7374854680749197,73.75,1,1,Alta,Contato comercial imediato
1112,4be34033-2944-4cd7-ae88-30beb30fed6c,649862,API,Chat Olark,SMS Enviado,Gestão de Marketing,Estudante,Mumbai,0.7372958432849915,73.73,1,1,Alta,Contato comercial imediato
1113,659b321e-eeea-4728-ad64-607867ddb697,642145,Envio por Landing Page,Busca Orgânica,Convertido em Lead,Gestão de Recursos Humanos,Profissional Empregado,Outras Cidades,0.7372311004016977,73.72,1,1,Alta,Contato comercial imediato
1114,2a8fcd14-f2f1-4af7-85fd-65215d8d3468,643467,Formulário de Cadastro de Lead,Site Welingak,Página Visitada no Site,Não informado,Desempregado,Não informado,0.7371863107964005,73.72,1,1,Alta,Contato comercial imediato
1115,ac1e6639-d381-4543-b565-294617303449,645790,Envio por Landing Page,Tráfego Direto,Página Visitada no Site,Negócios Internacionais,Profissional Empregado,Outras Cidades,0.7362561255916509,73.63,1,1,Alta,Contato comercial imediato
1116,c5dd06bc-4117-4a1f-9eef-f2a1cfaa679e,624439,API,Busca Orgânica,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.7361929139035577,73.62,1,1,Alta,Contato comercial imediato
1117,c0a584c4-476d-4436-92e5-23b5bcf2b88e,619487,API,Busca Orgânica,SMS Enviado,Gestão Financeira,Desempregado,Thane e Arredores,0.7356651661031819,73.57,1,1,Alta,Contato comercial imediato
1118,43aa7c9e-5a69-47fe-b93f-a2d82952196d,583957,API,Chat Olark,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Outras Cidades Metropolitanas,0.7356338112005788,73.56,1,1,Alta,Contato comercial imediato
1119,161eea1b-5445-493f-a2e3-0604351fd10f,608107,Envio por Landing Page,Busca Orgânica,SMS Enviado,"Bancos, Investimentos e Seguros",Estudante,Mumbai,0.7350508032306532,73.51,1,1,Alta,Contato comercial imediato
1120,b23e7096-54b6-49c2-86ab-5064918458b9,599119,API,Busca Orgânica,SMS Enviado,Viagens e Turismo,Desempregado,Mumbai,0.7350499792586027,73.5,1,1,Alta,Contato comercial imediato
1121,789a46e1-6372-4c4c-a3af-95c2182d35fa,600201,API,Chat Olark,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.7347921445941779,73.48,1,1,Alta,Contato comercial imediato
